model_1,model_3
-3.165811061859131,-1.1788495741784573
-6.394686467945576,-1.1224805256351829
-2.0777273178100586,-3.1555624529719353
-2.8096985816955566,-1.2248759269714355
-1.8475400432944298,-1.1548799742013216
1.1053522676229477,-1.6727582961320877
-1.0646461248397827,-1.1356897950172424
-2.719451904296875,-3.2274657636880875
1.190334215760231,-2.0863543674349785
-5.684220731258392,3.310629453510046
-0.7565121054649353,-2.158630982041359
-5.1709359511733055,-1.1387892961502075
-2.4694714546203613,-1.2684217765927315
406.51132464408875,-1.0688342675566673
-3.6479630954563618,36.241803891956806
-2.2897534370422363,-4.9457324761897326
-1.0972881317138672,-1.2197701930999756
-3.348299980163574,-1.0978713035583496
2.736398458480835,30.763477385044098
3.1376594714820385,11.642877161502838
-2.154545265249908,-1.0617800951004028
-1.6808451414108276,-1.621645212173462
-2.013139009475708,-1.7268526554107666
-2.346515417098999,-1.1458784341812134
-0.8281203606165946,-2.210155963897705
-3.2409141063690186,-1.0513044446706772
-3.3877947330474854,-1.4084316492080688
-1.2590512037277222,-0.9861898459494114
-2.897795796394348,-2.1737686097621918
-2.4269607067108154,-1.2416273355484009
-2.1004116535186768,-1.820251815021038
-1.1521304100751877,-1.4975614547729492
-1.2071616649627686,-1.3944005966186523
-1.1162108182907104,38.26958054304123
-3.0262253284454346,-1.1947395652532578
2.741539716720581,0.5680736303329468
41.81153988838196,-1.2200605869293213
5.234604358673096,-1.0421342849731445
-1.710913173854351,-1.2821671962738037
9.56821882724762,229.95279462635517
-1.406704306602478,-3.1866378635168076
-1.2303276509046555,-1.5005630254745483
496.25896406173706,30.682825088500977
-1.4242652729153633,-2.238610327243805
-2.4712955355644226,-1.0160281658172607
-1.939362645149231,-1.3970820903778076
-4.085980415344238,0.2420254647731781
-11.398164853453636,-1.7251553684473038
45.949867248535156,-2.251588948071003
-1.573370099067688,-1.331627368927002
-1.0134098306298256,-1.527111530303955
0.27824366092681885,-1.2205983400344849
-1.3582655191421509,-1.4127756357192993
-4.16501522064209,-1.3251652717590332
1.0038684010505676,-1.7029272466897964
-7.825354069471359,-1.5511048547923565
-1.0026034116744995,-1.0334092378616333
-1.742719292640686,-1.6047409772872925
-1.3546959161758423,-1.718957543373108
-4.124130725860596,-1.4634208679199219
-2.8000504970550537,-1.473067194223404
-3.9137768745422363,-1.031960129737854
-1.1473768949508667,9.92955207824707
-6.2785491943359375,-1.2408959865570068
-5.082085132598877,0.5580647587776184
6.283825755119324,-1.1748976707458496
-2.3150289058685303,-1.2098596096038818
-1.1585372686386108,-1.6018760204315186
-2.7662179470062256,-1.494624312967062
-0.89991495013237,-1.642552375793457
-1.2472437620162964,-0.9965653419494629
-1.3460365533828735,-1.1242175102233887
7.508641306310892,-1.0030962228775024
-4.742402076721191,-1.9889590740203857
-2.770965337753296,2.108896859921515
16.237131714820862,-1.0185539722442627
-2.2180421352386475,-1.4774738550186157
-1.0555088520050049,-1.05112624168396
-1.1566812992095947,-1.6522877216339111
-1.3232165053486824,-1.0638214200735092
-2.136735040694475,-2.1128479801118374
-12.951196491718292,-1.0070492029190063
-1.9340800046920776,5.723148420453072
-1.6470274925231934,-2.3616539649665356
-2.371034860610962,-1.1254785060882568
-1.4815978854894638,-0.4227520227432251
-1.375298023223877,72.63773900456727
-1.9195952415466309,-2.9919068813323975
-2.7025116980075836,-1.2727197408676147
-2.2999067902565002,-1.1455880403518677
-0.5606513023376465,-1.4752524085342884
2.4692422747612,-2.6407208144664764
-0.5724355578422546,15.561979033052921
-5.2669572830200195,-1.1708825826644897
-1.9968126118183136,-0.8221585750579834
-7.850620865821838,-1.201317548751831
-1.2781225442886353,-1.4855612516403198
18.67385821789503,-1.5720171928405762
-1.9349957704544067,-1.345114827156067
1.0620442628860474,-1.2523103952407837
22.001618698239326,-1.5333888530731201
-1.1405690908432007,-2.3350708670914173
-4.134624296333641,9.9230967015028
-3.9234352111816406,-2.153501033782959
-1.366195797920227,-1.5661710500717163
-2.9536960124969482,-1.2748173475265503
-1.0200718641281128,-0.01538732647895813
-5.294156074523926,-1.6048767268657684
39.16753647476435,-0.9739740565419197
-1.187085248529911,-1.0941705703735352
15.301953792572021,-1.0963771343231201
-1.7040765322744846,-1.0583066940307617
-2.6987457275390625,-2.320873260498047
-1.5415114164352417,-3.7541618067771196
-1.054886817932129,-1.0127873420715332
-2.886311173439026,-0.6740953773260117
-2.441755771636963,-1.4459247589111328
-2.905484437942505,-1.562371080624871
-1.4096757248044014,-1.2522296905517578
-4.023399189114571,-1.2507752180099487
12.79440689086914,-1.0082261078059673
-2.683499574661255,0.0639955885708332
1.0288591384887695,-3.5258715599775314
-4.010623596608639,-1.0087566375732422
-2.0965194702148438,-1.0889928340911865
-1.1228703260421753,-1.1219234466552734
-4.532257363200188,-1.5108672380447388
8.103678822517395,-1.0315078496932983
-1.6101655960083008,-1.2910939836874604
-2.2102277278900146,3.8057560324668884
-1.4577606916427612,-1.1272023916244507
5.331662833690643,-2.3827662467956543
81.82445311546326,-1.0116289854049683
2.3862907886505127,-1.0042774677276611
-3.2991169095039368,6.938739862758666
-1.2420127764344215,-0.9046745002269745
-2.7053915560245514,-1.6044811010360718
-4.5411786288022995,-1.0280582904815674
-12.458943240344524,11.883002176880836
0.0005047917366027832,2.9500066339969635
-1.6628183126449585,-0.698178231716156
-2.2995450496673584,27.548341870307922
-1.2201996594667435,-1.4495525360107422
-0.5390535667538643,-1.0821583271026611
-1.0782712697982788,-0.5647572875022888
-6.193621635437012,-1.0714346170425415
-1.7295969724655151,-1.542569875717163
0.38300947844982147,-1.260787010192871
-4.789889186620712,-1.2992786169052124
-1.3266154527664185,6.189716219902039
-2.578836679458618,-1.0185171365737915
154.0383096933365,0.3286998048424721
-1.4341962337493896,-1.1257210969924927
-1.4730947017669678,-2.2102685272693634
0.5322227478027344,-1.0947492122650146
-2.4217050075531006,-1.8384879976511002
-0.8545364737510681,-1.0954954624176025
-5.916914403438568,-1.4506209364626557
-3.175631284713745,-1.193188190460205
25.842726230621338,1107.1894835829735
-2.7365689873695374,-2.1721963845193386
-1.4939661026000977,-1.2865158319473267
-6.538571882992983,-1.0989727471023798
-0.8272393345832825,-3.5851853489875793
-1.0893751382827759,-1.3267031125724316
-1.4042316675186157,-0.8234875053167343
-9.160074234008789,-6.70381023036316
-3.4959678649902344,-1.156327486038208
-3.1445553489029408,0.09698234498500824
-5.343563795089722,-1.315291166305542
-1.1696687936782837,18.983753472566605
-5.674861431121826,1.3408591747283936
-1.4553259015083313,-1.349955439567566
-1.141922116279602,4.105055272579193
-3.8889505863189697,-1.1677988767623901
73.16676712036133,-3.695818066596985
-1.1261242628097534,-1.0553282722830772
204.3278613090515,-1.0586209297180176
-2.496538892388344,-1.021754503250122
8.488945960998535,-1.2068426012992859
-9.794996976852417,-1.0028715133666992
-3.6445757392793894,25.98355084657669
2.187201738357544,-1.1941008567810059
-3.627114713191986,-2.157219648361206
-0.6186268329620361,-1.3234803676605225
-1.0457892417907715,-1.0685123205184937
-1.232444523833692,-1.0678514800965786
-2.07449609041214,-1.090282917022705
-2.195474863052368,-1.4763653501868248
-1.4206398725509644,-1.231152057647705
-2.455543041229248,1738.5465326309204
-3.2891887426376343,-1.40178644657135
-3.539773941040039,-1.5587788820266724
-9.511636734008789,-1.779780000448227
-1.07279372215271,664.8796941787004
-2.5009567737579346,-1.0176852941513062
-1.032328486442566,-1.1135846376419067
-1.2047909498214722,-2.1833128929138184
-1.1563103199005127,-1.3963263034820557
-3.135661542415619,-1.143846035003662
-0.3077812045812607,13.142142593860626
-1.1048643589019775,-1.0090574026107788
-1.217317819595337,-1.9235154390335083
628.8721618652344,-1.1890106741338968
-3.007291555404663,-1.8012418746948242
-2.750518351793289,-1.253836989402771
-1.1300314664840698,-1.0504380464553833
-1.3235774040222168,-1.0135935544967651
-0.6667781472206116,-1.3968571424484253
-1.1218184232711792,-1.9058327674865723
0.16448721662163734,-0.2148522436618805
-1.2319152802228928,-1.8284980356693268
-1.5887813568115234,-0.3745138645172119
-7.281259894371033,2.0296835899353027
-6.016315162181854,-1.0364760160446167
-1.8108046054840088,-1.1060816049575806
208.1969454884529,-1.2554553747177124
-1.7393027544021606,-1.4019385818392038
-1.006069302558899,-1.0028146505355835
4.736499130725861,1183.4044562361669
-1.4699711799621582,-3.7859467566013336
-2.3387558460235596,-2.071655511856079
1.4481316804885864,-1.1133748292922974
-3.200631856918335,-0.1623619794845581
-1.6619257181882858,-1.384738564491272
-0.8171738386154175,-1.2334637641906738
-1.8038735389709473,-1.0002461671829224
15.344476282596588,-0.910978727042675
-1.985150933265686,-1.3703960180282593
-2.0337748527526855,-2.124648779630661
-1.5292854309082031,0.03875597566366196
-1.061726450920105,-1.2712526321411133
-1.0384379625320435,-1.2564131021499634
-2.530261278152466,-1.4861730337142944
-1.1841812133789062,-1.155157446861267
2.3584301471710205,-1.580433838069439
-1.0832161903381348,-2.041313886642456
-8.413244247436523,0.06021016836166382
-1.3321384191513062,-2.5128860473632812
-2.2549986839294434,-1.0366261005401611
-4.067126274108887,-2.080491304397583
3.7599692344665527,-1.0429885927587748
-1.1325456500053406,-0.990079284645617
-1.467922329902649,6.98529326915741
-3.3944249153137207,-0.5628128796815872
-2.3258581161499023,-3.867778643965721
-1.6585302352905273,-1.209865927696228
-1.915112018585205,-1.0128554105758667
-0.25115180015563965,-0.22752457857131958
-1.3146489467471838,-2.0012323930859566
-1.171411156654358,-1.1040349006652832
-2.118576765060425,-1.7403806447982788
-1.2716838121414185,-1.284568190574646
-1.8115992546081543,-2.3793540224432945
-2.35150408744812,-0.8610346913337708
-1.9623051881790161,-1.0893316268920898
-1.4405810832977295,-0.945271298289299
-1.4741252660751343,-1.0283925533294678
-1.0586207583546638,-1.0030014552175999
-0.7659471035003662,-1.4810116291046143
51.58995223045349,-1.4037189483642578
-1.4760713577270508,28.389252588152885
5.255202293395996,-2.151571035385132
-1.1714153289794922,-4.016416922211647
-5.6554179191589355,-0.8922839164733887
-4.567121505737305,-1.0910147428512573
-2.524175038561225,-1.184695541858673
-1.0195968579500914,740.9457000494003
-11.084271430969238,-1.6075483858585358
-0.5839685201644897,-1.053800344467163
-1.1048165559768677,-0.7887817919254303
-1.0670535564422607,-0.9772482812404633
-3.2178351879119873,-1.0303492546081543
-2.011531114578247,-1.5072891488671303
-1.004386036656797,-1.0320965051651
-1.0212712287902832,-1.2431210689246655
18.538590863347054,-1.4387487173080444
27.695747569203377,-1.2169181108474731
-2.2610771656036377,-1.5124902725219727
-6.803018569946289,-1.206279180943966
-1.0046708583831787,17.59504769742489
-2.8639655113220215,-1.2942266464233398
-3.8962239027023315,972.4367077946663
-1.1263760328292847,-1.0562833547592163
-1.0180805921554565,-1.187796711921692
6.968824982643127,-1.0154123306274414
2.3444069623947144,-1.032089114189148
-2.054375648498535,-1.3337119817733765
1.9020333290100098,-1.3823394775390625
60.77843803167343,0.4264906756579876
15.472573041915894,-1.373142123222351
-3.1982927322387695,-2.3752644062042236
-2.0144412517547607,10.11117072403431
-1.1608189344406128,-1.1875935150310397
-2.154365301132202,-3.23756792768836
-6.600833781063557,-1.3555169105529785
-3.093116283416748,-0.9519641771912575
-3.541691303253174,66.29087600111961
0.40846705436706543,-0.7378669083118439
-1.2529308795928955,24.010854482650757
-1.2083966732025146,-1.4337769746780396
1212.405860900879,-1.3953447341918945
3.499713659286499,-1.3099461793899536
-2.187957286834717,-1.9236603677272797
9.707600831985474,2.809818558394909
-8.307241678237915,-1.4639633893966675
-0.18444949388504028,-1.2037129402160645
-0.1590646207332611,-0.8918351233005524
-0.9834528043866158,-1.05936861038208
13.188714981079102,98.00043624639511
-2.4304211139678955,6.362000942230225
-3.0091047808527946,-1.073166012763977
-1.718932867050171,-0.9441090077161789
-2.590700149536133,-1.047021508216858
-3.6555676460266113,134.8995727300644
-1.7976881265640259,-1.0038548707962036
-1.104884386062622,-0.39022624492645264
-0.9183233678340912,-1.0290451049804688
-1.1061441898345947,-1.1524415016174316
-0.6858481764793396,-1.163944996893406
-1.668805718421936,-1.3008984327316284
-3.6302216053009033,-1.381284236907959
-6.620111644268036,-1.5445595979690552
5.000845063477755,-1.056269884109497
-1.0188502073287964,-1.1388373374938965
-1.3682817220687866,-1.6079503297805786
-3.6177293360233307,-0.5847394168376923
-0.8098766207695007,-1.4551573991775513
-1.343713402748108,-1.671504020690918
-1.0470694601535797,-1.2882999181747437
-2.825125217437744,-1.1094785928726196
-0.004509568214416504,28.018937900662422
-1.1167351007461548,25.597239032387733
-1.0855883359909058,-0.43136894702911377
-8.858005493879318,-1.5988757610321045
-3.8196932524442673,12.051596492528915
-1.081496000289917,0.4947543144226074
-2.8951404094696045,-1.3917561769485474
-2.6026790142059326,-1.0246529579162598
-2.8574066162109375,-1.2486753463745117
-1.104813575744629,-1.0350394248962402
-1.3447141647338867,-1.178600549697876
-1.8513890504837036,-1.8786854445934296
-1.040696144104004,-0.2780943512916565
3.3452450037002563,-1.010032296180725
6128.914673909545,-1.7076843781396747
53.999643325805664,-1.21024489402771
-2.5435853004455566,-2.380136251449585
-1.316423773765564,-3.663939729332924
-2.6987730264663696,-0.7657420039176941
-1.2348910570144653,-1.0719001293182373
1.661253571510315,-2.0481131076812744
-3.02717924118042,-1.0557752847671509
68.09319196548313,-1.1455204486846924
-2.084729664027691,-1.1709508895874023
-0.9312519505620003,-1.0064928531646729
-1.0414466857910156,1070.5705522298813
-11.034872740507126,-2.4206990748643875
-1.0415605306625366,-1.2456650733947754
-1.2085012197494507,-1.7523095309734344
-1.9259843826293945,-1.1796369552612305
-5.158545017242432,-1.051385521888733
-2.453858494758606,0.28822439908981323
1.258842647075653,-1.061398983001709
-1.4187209606170654,-1.4947951585054398
-1.1745586395263672,-1.6343820095062256
-5.942007169127464,-0.9544698745012283
-2.7392126843333244,3.389655828475952
5.646266430616379,-1.0630980730056763
-2.2455711364746094,-1.173673301935196
9.261607885360718,-1.390626072883606
-0.06602078676223755,-1.351314663887024
-0.3775244951248169,-0.4515630602836609
-1.3574010133743286,-0.9838188900612295
-1.3612076044082642,-1.1081699132919312
-1.2347700595855713,-1.1203592047095299
-1.0072372499853373,-0.9169899597764015
-1.1004040241241455,29.85465720295906
0.8553024530410767,-1.617860198020935
-1.5084624290466309,-1.051260232925415
-1.5811666464433074,-1.0366519689559937
-5.34441465139389,3.7536827325820923
-1.3893707990646362,-1.3162308931350708
86.93967711925507,-1.2704421281814575
-1.6197245121002197,-2.3378401901572943
-1.2418663501739502,-1.0676535367965698
7.239542484283447,-0.504144549369812
-1.323490098118782,-1.0465032756328583
-1.4135555028915405,-1.4315267279744148
-1.212376356124878,-3.95588256418705
-1.1379488706588745,-1.357189416885376
-3.6088263988494873,-1.0418347120285034
-1.2816112637519836,-1.051317811012268
239.50062668323517,3.4859448969364166
-2.926846504211426,-2.6161370277404785
-3.8021249771118164,-1.0908639430999756
-0.8089101314544678,-1.0639162063598633
-1.5156350135803223,-1.0724078640341759
-1.245908498764038,-1.4075391292572021
-1.479188859462738,-1.7931281328201294
-5.315762996673584,-1.2270258665084839
-2.6937944889068604,-1.0448611974716187
3.4020129293203354,-1.588012956082821
-1.9050091207027435,-1.8109136819839478
-4.155441761016846,-1.065131664276123
-5.1372386664152145,0.5144731104373932
-1.4539902210235596,-1.4446204900741577
-1.3299750089645386,-1.1309152841567993
5.5178020894527435,-3.05596923828125
-1.2094521522521973,-1.2126787900924683
-3.9556261897087097,-2.122325226664543
-6.431996822357178,-1.637996792793274
-1.6458561420440674,-1.007969856262207
-2.2157299518585205,-1.2045059204101562
106.36907243728638,-1.1653876304626465
-1.292061686515808,2.967013888992369
-1.0018504858016968,-1.0025231838226318
1.6668425798416138,-1.509780690073967
-3.1393465995788574,-2.052535057067871
-1.1036158800125122,-2.3900539875030518
-1.011614441871643,-1.0077282190322876
-4.136813163757324,-0.8072909265756607
-1.2650537490844727,-1.279678225517273
-1.4296904653310776,-1.2641001492738724
-2.202021837234497,-1.6093699932098389
-1.5549098253250122,-0.7819450348615646
-2.5585997626185417,19.601936891674995
6.92273736000061,-1.8891009613871574
-2.0108752250671387,-2.5358637869358063
-2.0456528663635254,-1.2032169103622437
-1.8317583799362183,0.02007216215133667
-4.230737492442131,455.0068469643593
-0.7887096405029297,-1.8329130411148071
-1.0501233041286469,-1.2398389987647533
-2.40731143951416,-1.4416561126708984
-0.9995730575174093,2644.455988407135
-3.332126773893833,-1.0084156105294824
-2.3865244388580322,-2.8775295559316874
110.52997725456953,-1.2458789348602295
-1.8955501317977905,-1.1597590446472168
-2.453467696905136,-1.324713945388794
270.9984912276268,-1.0806411504745483
-1.2313385009765625,-0.7361820936203003
-2.2752907276153564,-1.272940754890442
-1.7529307156801224,-0.7293080547824502
-5.530032753944397,-1.0951586961746216
12.163089785724878,-1.1865482330322266
-1.0387707948684692,-1.3538401126861572
0.43698644638061523,1.1807797253131866
-1.1001273393630981,-1.6111469268798828
-3.6411471366882324,-1.2470273971557617
305.95371973514557,-0.47986389696598053
-1.87088143825531,-0.8977717459201813
-7.115901440382004,-1.3200743198394775
-0.07313710451126099,-3.2859258204698563
-1.2687220573425293,-1.0783249139785767
-2.0202176570892334,-1.0097196102142334
-1.4910885095596313,-1.27645742893219
-5.072763919830322,-1.096632480621338
-4.362733840942383,-1.0166730880737305
14.736319541931152,2.0226516723632812
-1.3808482885360718,-1.2917194366455078
-1.5913193225860596,-1.3802461624145508
-2.549281120300293,-1.1583749055862427
-2.0685806274414062,40.994641840457916
-1.1831616163253784,0.41786807775497437
-2.2004640102386475,-0.8023529872298241
-2.0420849323272705,-1.0240262225270271
-3.625535726547241,242.22004997730255
0.43732620775699615,-0.7540422081947327
-1.0082265138626099,-0.3672572672367096
-3.0639488697052,-1.565737247467041
-3.1325780153274536,-1.3991378545761108
-1.4100592136383057,-1.1688097417354584
-1.7576706409454346,-1.0136244297027588
-2.3915231823921204,-1.019540548324585
-2.0910327434539795,-1.5800936222076416
4.1729172468185425,-1.0123314186930656
-1.1473957300186157,-1.03620445728302
-1.0767251253128052,-1.4989064931869507
-0.7524079382419586,-2.353046528995037
-1.9901478290557861,120.20828032493591
-1.55609130859375,-1.041622281074524
-3.890824794769287,-2.6656384468078613
-1.7771859169006348,55.71253498084843
-2.334085375070572,-1.2028206586837769
-3.099689245223999,-1.2124806642532349
-1.8575550317764282,-1.093885898590088
-1.1919885873794556,-0.9836497604846954
-1.790820837020874,-1.1362416744232178
-1.6038372665643692,-1.0090407133102417
-1.1568994522094727,-0.879580020904541
-3.431326389312744,-1.822539210319519
0.12960031628608704,-1.3549210503697395
-1.0670768022537231,-1.1779890060424805
22.70676802098751,242.36980944871902
-4.9529709815979,-2.007056564092636
-4.5298075675964355,-2.213153600692749
9.088498711585999,-1.0525493621826172
-1.3334051370620728,4.770257359370589
-1.5048195123672485,-1.2040406465530396
-3.4842050075531006,-1.3775255680084229
-1.9329468607902527,35.13739585876465
70.8827902674675,-0.08598076924681664
8.627809047698975,-1.4193526171147823
-0.935500755906105,419.7207803465426
-2.1136906147003174,-1.1098099946975708
-0.3141452670097351,-0.8699444830417633
114.89469909667969,1.6993574276566505
-2.695340871810913,-1.962419867515564
36.692687034606934,-1.0121344327926636
-1.309067726135254,-1.3285695314407349
-1.1333719491958618,-1.039548397064209
-0.09474998712539673,-1.2910740375518799
-2.4517693519592285,-1.0012787580490112
1.345977544784546,0.913375124335289
-1.1685669422149658,0.605441078543663
-1.4596874713897705,-1.8477033395320177
-1.6956592798233032,-1.474858395755291
-1.4496647119522095,-1.1594936847686768
-2.2861160039901733,-0.9414962381124496
16.17928020656109,-4.424116279929876
0.2508644461631775,-2.8897154331207275
-1.4623100757598877,-0.049973852932453156
-2.2515876293182373,-1.4160336256027222
-2.8851412534713745,-1.1088708639144897
-3.3515497148036957,-1.2701934576034546
-2.307929039001465,-1.7054954767227173
-0.633392222225666,5.90384615957737
-2.9023804664611816,-1.3200093507766724
24.18778231739998,-1.1504242680966854
-7.549140706658363,1181.7083454672247
-1.79282346367836,-2.6473850160837173
-1.441645860671997,73.31507444102317
-4.695461750030518,-1.6950246095657349
-1.6074268817901611,-1.0393464341759682
-1.1292256116867065,-0.9847729727625847
34.420464277267456,131.61074082553387
-0.24420517683029175,1.018603891134262
-1.3366543054580688,-1.122028112411499
-1.4069446325302124,140.9805599078536
-4.546125531196594,39.14510745368898
-1.7417261600494385,0.413000226020813
-0.31900349259376526,-1.6853985786437988
-1.1075572967529297,-1.7624275386333466
-1.0239274501800537,-1.1355150938034058
1.3249648809432983,2.37164293974638
-0.7866933345794678,-1.202960729598999
-1.7094900906085968,-1.0401066541671753
-1.072019338607788,0.7891536573879421
-3.600766897201538,-0.9311844408512115
-3.3233773708343506,-1.3041304349899292
-1.0649789571762085,-1.0295696258544922
-7.379265826195478,-1.0540435907896608
-2.6566996574401855,-1.1059579849243164
-3.6227831542491913,-1.2169285863637924
-1.3444499969482422,-1.3883694186806679
-8.009960652794689,1.7181898355484009
-1.834492564201355,-1.2358616068959236
-3.2558493614196777,-0.9812611322849989
-4.076774597167969,-1.0781289339065552
5.020322889089584,-0.2318546175956726
-1.3598074913024902,-1.0531871318817139
-1.1071280241012573,-1.7275809049606323
-1.0544124841690063,-1.2267892360687256
-2.052285671234131,-2.589209422469139
-1.026923656463623,-1.1883375644683838
-7.777263045310974,-1.130802869796753
-1.310860514640808,-0.882624939084053
2.654310464859009,-1.2448808774352074
-0.2184504270553589,-1.0783043503761292
-2.684192195534706,-1.0226002931594849
-1.4613897800445557,-1.4166191816329956
180.1051772236824,-1.038805365562439
-1.4393699169158936,58.39704538136721
-1.4921107292175293,390.2136440295726
0.16327083110809326,1.1522054076194763
-4.603334367275238,-1.4931704103946686
3.502561390399933,-1.3084332197904587
-1.0288662910461426,8.802434921264648
-2.427949905395508,-1.0562758445739746
-3.657005548477173,-1.0144912004470825
-1.6299574375152588,0.43713517487049103
-5.67692905664444,-1.154723435640335
-1.885793924331665,0.011986732482910156
-3.5429861545562744,-2.5593139827251434
228.5461641550064,-1.0309565216302872
-0.9790112376213074,-1.0256987363100052
-8.541903495788574,-0.9878245573490858
3.294739007949829,-2.0613162112422287
-1.0031598806381226,-1.11160147190094
-3.9408417344093323,2.17718043923378
378.21822333335876,47.330599976703525
1985.0568587779999,-1.0151967331767082
-1.6717288494110107,-2.266946792602539
-1.1394188404083252,-1.015749216079712
-5.708051525056362,-1.056911587715149
-3.1591504365205765,14.914996981620789
-0.3098543882369995,-1.5132436752319336
-1.8601189851760864,-1.3983679413795471
-1.270315170288086,-1.1828888654708862
-3.677273750305176,-0.5326747596263885
-1.080557107925415,-1.729548692703247
